image_path,pred,true_label,predicted_label,correct
real\real_00131__v1__resize-x0.25_color-plus20_noise-sigma_0.05_jpeg-q30.png,0.0001,0,0,True
real\real_00131__v2__center_crop-80_resize-x0.25_blur-sigma_2_noise-sigma_0.02_jpeg-q90.png,0.0422,0,0,True
real\real_00131__v3__color-minus20_noise-sigma_0.1_jpeg-q30.png,0.0005,0,0,True
real\real_00138__v1__resize-x0.5_color-plus20_blur-sigma_2_noise-sigma_0.05_jpeg-q50.png,0.0008,0,0,True
real\real_00138__v2__center_crop-80_color-plus20_jpeg-q50.png,0.0007,0,0,True
real\real_00138__v3__center_crop-80_resize-x0.5_color-minus20_noise-sigma_0.02_jpeg-q70.png,0.0004,0,0,True
real\real_00154__v1__resize-x0.25_blur-sigma_2_jpeg-q70.png,0.1161,0,0,True
real\real_00154__v2__center_crop-80_resize-x0.5_blur-sigma_1_noise-sigma_0.1.png,0.0005,0,0,True
real\real_00154__v3__center_crop-80_resize-x0.25_color-minus20_jpeg-q90.png,0.0001,0,0,True
real\real_00155__v1__center_crop-80_resize-x0.5_color-plus20_blur-sigma_0.5_jpeg-q70.png,0.0006,0,0,True
real\real_00155__v2__center_crop-80_resize-x0.25_color-plus20_blur-sigma_1_jpeg-q50.png,0.0005,0,0,True
real\real_00155__v3__center_crop-80_color-plus20_jpeg-q70.png,0.0005,0,0,True
real\real_00160__v1__center_crop-80_resize-x0.5_noise-sigma_0.05.png,0.0016,0,0,True
real\real_00160__v2__center_crop-80_color-minus20_noise-sigma_0.1_jpeg-q30.png,0.0023,0,0,True
real\real_00160__v3__color-plus20_blur-sigma_0.5_jpeg-q70.png,0.1028,0,0,True
real\real_00161__v1__center_crop-80_resize-x0.5_color-minus20_jpeg-q50.png,0.0031,0,0,True
real\real_00161__v2__center_crop-80_resize-x0.5_noise-sigma_0.05_jpeg-q30.png,0.0006,0,0,True
real\real_00161__v3__color-minus20_blur-sigma_0.5_jpeg-q70.png,0.0014,0,0,True
real\real_00168__v1__center_crop-80_resize-x0.5_color-minus20.png,0.0005,0,0,True
real\real_00168__v2__resize-x0.5_color-minus20_blur-sigma_1_noise-sigma_0.02_jpeg-q50.png,0.0002,0,0,True
real\real_00168__v3__center_crop-80_color-minus20_noise-sigma_0.05_jpeg-q50.png,0.0003,0,0,True
real\real_00169__v1__center_crop-80_resize-x0.5_color-plus20_blur-sigma_2_noise-sigma_0.02.png,0.0006,0,0,True
real\real_00169__v2__center_crop-80_resize-x0.25_color-minus20_noise-sigma_0.02_jpeg-q50.png,0.0002,0,0,True
real\real_00169__v3__center_crop-80_blur-sigma_1_noise-sigma_0.05.png,0.0003,0,0,True
real\real_00170__v1__resize-x0.25_blur-sigma_1_noise-sigma_0.02_jpeg-q90.png,0.0001,0,0,True
real\real_00170__v2__center_crop-80_resize-x0.5_color-plus20_blur-sigma_2_jpeg-q50.png,0.0081,0,0,True
real\real_00170__v3__center_crop-80_resize-x0.25_blur-sigma_2_noise-sigma_0.05.png,0.5534,0,1,False
real\real_00187__v1__center_crop-80_color-minus20_blur-sigma_2_noise-sigma_0.05.png,0.0007,0,0,True
real\real_00187__v2__resize-x0.5_color-plus20_blur-sigma_0.5_noise-sigma_0.05_jpeg-q90.png,0.0002,0,0,True
real\real_00187__v3__center_crop-80_resize-x0.25_noise-sigma_0.1_jpeg-q30.png,0.0004,0,0,True
real\real_00191__v1__center_crop-80_resize-x0.5_blur-sigma_2_jpeg-q70.png,0.0004,0,0,True
real\real_00191__v2__resize-x0.5_color-minus20_blur-sigma_1_noise-sigma_0.1_jpeg-q30.png,0.0003,0,0,True
real\real_00191__v3__center_crop-80_color-plus20_noise-sigma_0.1.png,0.0012,0,0,True
real\real_00195__v1__center_crop-80_resize-x0.25_color-minus20_noise-sigma_0.02_jpeg-q70.png,0.0002,0,0,True
real\real_00195__v2__center_crop-80_resize-x0.5_color-plus20_noise-sigma_0.05_jpeg-q30.png,0.0003,0,0,True
real\real_00195__v3__center_crop-80_color-plus20_blur-sigma_0.5_jpeg-q30.png,0.0003,0,0,True
real\real_00197__v1__center_crop-80_resize-x0.5_color-plus20_noise-sigma_0.1.png,0.0005,0,0,True
real\real_00197__v2__center_crop-80_color-minus20_jpeg-q50.png,0.0006,0,0,True
real\real_00197__v3__center_crop-80_color-minus20_blur-sigma_1.png,0.0007,0,0,True
real\real_00198__v1__center_crop-80_blur-sigma_1_noise-sigma_0.05_jpeg-q90.png,0.0006,0,0,True
real\real_00198__v2__center_crop-80_resize-x0.5_blur-sigma_0.5_jpeg-q70.png,0.0002,0,0,True
real\real_00198__v3__color-plus20_blur-sigma_2_noise-sigma_0.02_jpeg-q90.png,0.0002,0,0,True
real\real_00206__v1__center_crop-80_resize-x0.25_color-plus20_blur-sigma_2_noise-sigma_0.1.png,0.0012,0,0,True
real\real_00206__v2__center_crop-80_color-minus20_noise-sigma_0.05_jpeg-q70.png,0.0004,0,0,True
real\real_00206__v3__center_crop-80_resize-x0.5_color-minus20_blur-sigma_1_jpeg-q70.png,0.0008,0,0,True
real\real_00232__v1__center_crop-80_resize-x0.5_color-minus20_noise-sigma_0.05_jpeg-q30.png,0.0005,0,0,True
real\real_00232__v2__center_crop-80_color-minus20_blur-sigma_1.png,0.0014,0,0,True
real\real_00232__v3__resize-x0.5_color-plus20_noise-sigma_0.05.png,0.0009,0,0,True
real\real_00241__v1__center_crop-80_resize-x0.25_blur-sigma_1_noise-sigma_0.05_jpeg-q50.png,0.0001,0,0,True
real\real_00241__v2__center_crop-80_resize-x0.25_color-plus20_noise-sigma_0.02_jpeg-q50.png,0.0002,0,0,True
real\real_00241__v3__center_crop-80_resize-x0.25_color-minus20_noise-sigma_0.02.png,0.0004,0,0,True
real\real_00242__v1__center_crop-80_resize-x0.5_color-minus20_jpeg-q30.png,0.0002,0,0,True
real\real_00242__v2__center_crop-80_color-plus20_jpeg-q30.png,0.0005,0,0,True
real\real_00242__v3__center_crop-80_resize-x0.5_color-plus20_blur-sigma_0.5_noise-sigma_0.1.png,0.0008,0,0,True
real\real_00250__v1__center_crop-80_resize-x0.25_blur-sigma_0.5_noise-sigma_0.05.png,0.0015,0,0,True
real\real_00250__v2__center_crop-80_resize-x0.25_color-minus20_noise-sigma_0.05.png,0.0016,0,0,True
real\real_00250__v3__center_crop-80_resize-x0.25_color-minus20_blur-sigma_2_jpeg-q50.png,0.0003,0,0,True
real\real_00256__v1__color-minus20_blur-sigma_0.5_noise-sigma_0.02_jpeg-q50.png,0.0002,0,0,True
real\real_00256__v2__center_crop-80_resize-x0.5_color-plus20_noise-sigma_0.02_jpeg-q70.png,0.0003,0,0,True
real\real_00256__v3__center_crop-80_color-plus20_noise-sigma_0.05_jpeg-q50.png,0.0002,0,0,True
real\real_00257__v1__center_crop-80_resize-x0.5_color-plus20_blur-sigma_0.5_jpeg-q50.png,0.0006,0,0,True
real\real_00257__v2__center_crop-80_color-plus20_blur-sigma_0.5.png,0.0009,0,0,True
real\real_00257__v3__resize-x0.5_color-plus20_blur-sigma_2_jpeg-q30.png,0.0001,0,0,True
real\real_00273__v1__resize-x0.25_blur-sigma_1_noise-sigma_0.1_jpeg-q70.png,0.0012,0,0,True
real\real_00273__v2__center_crop-80_color-minus20_blur-sigma_1_jpeg-q90.png,0.0026,0,0,True
real\real_00273__v3__resize-x0.25_color-minus20_blur-sigma_1_noise-sigma_0.02.png,0.0008,0,0,True
real\real_00277__v1__center_crop-80_resize-x0.25_color-plus20_blur-sigma_1_noise-sigma_0.02.png,0.0002,0,0,True
real\real_00277__v2__center_crop-80_resize-x0.5_color-plus20_blur-sigma_2_noise-sigma_0.02.png,0.0005,0,0,True
real\real_00277__v3__center_crop-80_resize-x0.25_color-minus20_noise-sigma_0.05.png,0.0002,0,0,True
real\real_00280__v1__center_crop-80_color-plus20_blur-sigma_0.5_noise-sigma_0.02_jpeg-q70.png,0.0002,0,0,True
real\real_00280__v2__resize-x0.25_color-minus20_blur-sigma_0.5_noise-sigma_0.1_jpeg-q90.png,0.0001,0,0,True
real\real_00280__v3__resize-x0.25_color-plus20_noise-sigma_0.02.png,0.0002,0,0,True
real\real_00295__v1__center_crop-80_resize-x0.25_blur-sigma_2_noise-sigma_0.05_jpeg-q30.png,0.9992,0,1,False
real\real_00295__v2__resize-x0.5_blur-sigma_1_noise-sigma_0.02_jpeg-q90.png,0.0004,0,0,True
real\real_00295__v3__center_crop-80_resize-x0.5_color-minus20_noise-sigma_0.1_jpeg-q50.png,0.0008,0,0,True
real\real_00301__v1__center_crop-80_resize-x0.25_color-minus20_blur-sigma_0.5_jpeg-q30.png,0.134,0,0,True
real\real_00301__v2__resize-x0.25_color-plus20_blur-sigma_2.png,0.0017,0,0,True
real\real_00301__v3__center_crop-80_blur-sigma_0.5_noise-sigma_0.02.png,0.0021,0,0,True
real\real_00304__v1__resize-x0.5_blur-sigma_1_noise-sigma_0.02.png,0.1062,0,0,True
real\real_00304__v2__resize-x0.5_color-minus20_jpeg-q90.png,0.0034,0,0,True
real\real_00304__v3__resize-x0.25_color-minus20_blur-sigma_1_noise-sigma_0.1_jpeg-q70.png,0.0012,0,0,True
real\real_00309__v1__center_crop-80_color-plus20_blur-sigma_1.png,0.0058,0,0,True
real\real_00309__v2__color-minus20_blur-sigma_0.5_noise-sigma_0.1.png,0.0005,0,0,True
real\real_00309__v3__resize-x0.5_noise-sigma_0.05_jpeg-q90.png,0.0005,0,0,True
real\real_00325__v1__center_crop-80_resize-x0.5_color-plus20_jpeg-q70.png,0.0005,0,0,True
real\real_00325__v2__resize-x0.5_blur-sigma_2_noise-sigma_0.05_jpeg-q30.png,0.0004,0,0,True
real\real_00325__v3__center_crop-80_resize-x0.25_color-plus20_blur-sigma_1_noise-sigma_0.1.png,0.0006,0,0,True
real\real_00326__v1__center_crop-80_resize-x0.25_color-minus20_blur-sigma_0.5_noise-sigma_0.1.png,0.0007,0,0,True
real\real_00326__v2__center_crop-80_color-minus20_noise-sigma_0.02_jpeg-q50.png,0.0067,0,0,True
real\real_00326__v3__center_crop-80_blur-sigma_0.5_noise-sigma_0.05_jpeg-q30.png,0.0209,0,0,True
real\real_00342__v1__center_crop-80_resize-x0.5_blur-sigma_0.5_noise-sigma_0.02_jpeg-q50.png,0.0002,0,0,True
real\real_00342__v2__center_crop-80_color-minus20_noise-sigma_0.02_jpeg-q30.png,0.0002,0,0,True
real\real_00342__v3__center_crop-80_resize-x0.5_color-plus20_noise-sigma_0.05.png,0.0006,0,0,True
real\real_00365__v1__center_crop-80_blur-sigma_1_jpeg-q70.png,0.0004,0,0,True
real\real_00365__v2__resize-x0.25_color-minus20_noise-sigma_0.1.png,0.0004,0,0,True
real\real_00365__v3__resize-x0.25_color-minus20_blur-sigma_1_noise-sigma_0.05.png,0.0003,0,0,True
real\real_00368__v1__resize-x0.5_blur-sigma_0.5_noise-sigma_0.05_jpeg-q70.png,0.813,0,1,False
real\real_00368__v2__color-minus20_blur-sigma_1_noise-sigma_0.05.png,0.9906,0,1,False
real\real_00368__v3__resize-x0.5_color-minus20_blur-sigma_2_noise-sigma_0.02.png,0.5837,0,1,False
real\real_00370__v1__center_crop-80_noise-sigma_0.02_jpeg-q30.png,0.0008,0,0,True
real\real_00370__v2__center_crop-80_color-plus20_blur-sigma_2_jpeg-q30.png,0.0001,0,0,True
real\real_00370__v3__resize-x0.5_color-plus20_noise-sigma_0.02_jpeg-q50.png,0.0004,0,0,True
real\real_00388__v1__center_crop-80_resize-x0.5_color-minus20_blur-sigma_0.5_jpeg-q50.png,0.9995,0,1,False
real\real_00388__v2__center_crop-80_resize-x0.25_noise-sigma_0.02_jpeg-q30.png,0.9997,0,1,False
real\real_00388__v3__resize-x0.25_blur-sigma_2_noise-sigma_0.1.png,0.0003,0,0,True
real\real_00398__v1__center_crop-80_resize-x0.25_color-plus20_jpeg-q50.png,0.0002,0,0,True
real\real_00398__v2__resize-x0.25_blur-sigma_0.5_jpeg-q30.png,0.0002,0,0,True
real\real_00398__v3__center_crop-80_color-plus20_blur-sigma_2_noise-sigma_0.1_jpeg-q30.png,0.0005,0,0,True
real\real_00404__v1__center_crop-80_noise-sigma_0.1_jpeg-q90.png,0.0163,0,0,True
real\real_00404__v2__center_crop-80_resize-x0.25_color-minus20_blur-sigma_0.5_jpeg-q90.png,0.0019,0,0,True
real\real_00404__v3__center_crop-80_resize-x0.25_color-plus20_blur-sigma_2_jpeg-q30.png,0.0005,0,0,True
real\real_00414__v1__resize-x0.5_color-plus20_blur-sigma_0.5.png,0.0005,0,0,True
real\real_00414__v2__center_crop-80_resize-x0.5_color-plus20_noise-sigma_0.05_jpeg-q90.png,0.0006,0,0,True
real\real_00414__v3__resize-x0.25_color-plus20_blur-sigma_1_jpeg-q90.png,0.0003,0,0,True
real\real_00417__v1__resize-x0.5_color-plus20_blur-sigma_0.5_jpeg-q70.png,0.0003,0,0,True
real\real_00417__v2__center_crop-80_resize-x0.5_color-minus20_blur-sigma_0.5_jpeg-q50.png,0.001,0,0,True
real\real_00417__v3__center_crop-80_resize-x0.25_color-minus20.png,0.0002,0,0,True
real\real_00419__v1__center_crop-80_resize-x0.25_color-plus20_noise-sigma_0.1_jpeg-q90.png,0.0001,0,0,True
real\real_00419__v2__color-plus20_blur-sigma_2_noise-sigma_0.02_jpeg-q30.png,0.0009,0,0,True
real\real_00419__v3__center_crop-80_resize-x0.25_color-plus20_blur-sigma_2_noise-sigma_0.1.png,0.001,0,0,True
real\real_00438__v1__center_crop-80_resize-x0.5_color-minus20_blur-sigma_2_jpeg-q30.png,0.0016,0,0,True
real\real_00438__v2__center_crop-80_resize-x0.25_color-minus20_noise-sigma_0.1_jpeg-q50.png,0.0001,0,0,True
real\real_00438__v3__center_crop-80_color-minus20_noise-sigma_0.02.png,0.0003,0,0,True
real\real_00447__v1__center_crop-80_blur-sigma_1_noise-sigma_0.05_jpeg-q50.png,0.0001,0,0,True
real\real_00447__v2__center_crop-80_color-minus20_blur-sigma_2_noise-sigma_0.02_jpeg-q30.png,0.0001,0,0,True
real\real_00447__v3__center_crop-80_resize-x0.5_blur-sigma_1_jpeg-q70.png,0.0002,0,0,True
real\real_00452__v1__resize-x0.5_color-plus20_blur-sigma_0.5_noise-sigma_0.05_jpeg-q70.png,0.0027,0,0,True
real\real_00452__v2__center_crop-80_color-plus20_blur-sigma_2.png,0.0017,0,0,True
real\real_00452__v3__center_crop-80_resize-x0.25_blur-sigma_0.5.png,0.0014,0,0,True
real\real_00463__v1__center_crop-80_color-plus20_blur-sigma_0.5_noise-sigma_0.02_jpeg-q50.png,0.0103,0,0,True
real\real_00463__v2__center_crop-80_resize-x0.25_color-plus20_noise-sigma_0.05_jpeg-q90.png,0.9266,0,1,False
real\real_00463__v3__center_crop-80_color-plus20_blur-sigma_0.5_noise-sigma_0.1_jpeg-q50.png,0.1168,0,0,True
real\real_00465__v1__resize-x0.5_blur-sigma_1_noise-sigma_0.02_jpeg-q70.png,0.0002,0,0,True
real\real_00465__v2__resize-x0.5_color-plus20_noise-sigma_0.1.png,0.0003,0,0,True
real\real_00465__v3__color-plus20_blur-sigma_0.5_noise-sigma_0.05_jpeg-q30.png,0.0002,0,0,True
real\real_00466__v1__center_crop-80_noise-sigma_0.1_jpeg-q50.png,0.0056,0,0,True
real\real_00466__v2__color-minus20_blur-sigma_0.5_noise-sigma_0.1_jpeg-q30.png,0.0007,0,0,True
real\real_00466__v3__center_crop-80_blur-sigma_2_noise-sigma_0.1.png,0.0409,0,0,True
real\real_00475__v1__center_crop-80_color-minus20_blur-sigma_1_jpeg-q50.png,0.0008,0,0,True
real\real_00475__v2__resize-x0.25_color-plus20_jpeg-q90.png,0.0002,0,0,True
real\real_00475__v3__center_crop-80_resize-x0.5_blur-sigma_1_jpeg-q90.png,0.0001,0,0,True
real\real_00488__v1__center_crop-80_color-plus20_blur-sigma_0.5_noise-sigma_0.02_jpeg-q50.png,0.0032,0,0,True
real\real_00488__v2__center_crop-80_resize-x0.25_color-plus20.png,0.003,0,0,True
real\real_00488__v3__center_crop-80_color-plus20_blur-sigma_0.5_noise-sigma_0.05_jpeg-q30.png,0.002,0,0,True
real\real_00490__v1__center_crop-80_resize-x0.5_blur-sigma_1_noise-sigma_0.1_jpeg-q50.png,0.017,0,0,True
real\real_00490__v2__center_crop-80_resize-x0.5_color-plus20_noise-sigma_0.02_jpeg-q50.png,0.0695,0,0,True
real\real_00490__v3__center_crop-80_resize-x0.5_noise-sigma_0.05_jpeg-q30.png,0.0205,0,0,True
real\real_00492__v1__center_crop-80_resize-x0.5_color-plus20_blur-sigma_2.png,0.0004,0,0,True
real\real_00492__v2__center_crop-80_resize-x0.5_blur-sigma_1_noise-sigma_0.05_jpeg-q30.png,0.0011,0,0,True
real\real_00492__v3__center_crop-80_color-plus20_blur-sigma_0.5.png,0.0011,0,0,True
real\real_00498__v1__center_crop-80_resize-x0.25_color-plus20_blur-sigma_1_jpeg-q50.png,0.009,0,0,True
real\real_00498__v2__center_crop-80_noise-sigma_0.1_jpeg-q30.png,0.0002,0,0,True
real\real_00498__v3__resize-x0.5_noise-sigma_0.1_jpeg-q90.png,0.0008,0,0,True
real\real_00517__v1__center_crop-80_resize-x0.5_color-minus20_blur-sigma_0.5_jpeg-q90.png,0.0004,0,0,True
real\real_00517__v2__color-plus20_blur-sigma_0.5_noise-sigma_0.02_jpeg-q30.png,0.0004,0,0,True
real\real_00517__v3__resize-x0.25_color-minus20_blur-sigma_2.png,0.0007,0,0,True
real\real_00530__v1__center_crop-80_color-plus20_blur-sigma_2_jpeg-q30.png,0.0007,0,0,True
real\real_00530__v2__center_crop-80_resize-x0.5_blur-sigma_0.5_noise-sigma_0.1_jpeg-q50.png,0.0001,0,0,True
real\real_00530__v3__center_crop-80_color-minus20_blur-sigma_0.5.png,0.0007,0,0,True
real\real_00531__v1__center_crop-80_resize-x0.5_color-plus20_blur-sigma_0.5_noise-sigma_0.05.png,0.0017,0,0,True
real\real_00531__v2__resize-x0.5_color-plus20_blur-sigma_2_jpeg-q70.png,0.0087,0,0,True
real\real_00531__v3__color-plus20_blur-sigma_2_noise-sigma_0.02_jpeg-q70.png,0.0339,0,0,True
real\real_00534__v1__resize-x0.25_noise-sigma_0.02_jpeg-q50.png,0.0,0,0,True
real\real_00534__v2__resize-x0.25_color-minus20_blur-sigma_2_jpeg-q50.png,0.0001,0,0,True
real\real_00534__v3__center_crop-80_resize-x0.5_color-plus20_noise-sigma_0.1.png,0.0001,0,0,True
real\real_00546__v1__resize-x0.25_color-minus20_blur-sigma_0.5_noise-sigma_0.05.png,0.0002,0,0,True
real\real_00546__v2__center_crop-80_resize-x0.5_color-plus20_blur-sigma_0.5_noise-sigma_0.02.png,0.0006,0,0,True
real\real_00546__v3__center_crop-80_resize-x0.25_color-plus20.png,0.0003,0,0,True
real\real_00557__v1__center_crop-80_blur-sigma_0.5_jpeg-q50.png,0.0002,0,0,True
real\real_00557__v2__center_crop-80_blur-sigma_2_noise-sigma_0.05.png,0.0022,0,0,True
real\real_00557__v3__center_crop-80_blur-sigma_0.5_noise-sigma_0.05.png,0.0008,0,0,True
real\real_00558__v1__center_crop-80_resize-x0.5_noise-sigma_0.1_jpeg-q30.png,0.0002,0,0,True
real\real_00558__v2__color-minus20_blur-sigma_2_jpeg-q70.png,0.0002,0,0,True
real\real_00558__v3__center_crop-80_resize-x0.5_color-minus20_blur-sigma_1_noise-sigma_0.1.png,0.0006,0,0,True
real\real_00560__v1__center_crop-80_resize-x0.5_blur-sigma_1_noise-sigma_0.1_jpeg-q70.png,0.0009,0,0,True
real\real_00560__v2__color-minus20_noise-sigma_0.02_jpeg-q30.png,0.0007,0,0,True
real\real_00560__v3__center_crop-80_resize-x0.5_blur-sigma_2_jpeg-q90.png,0.0013,0,0,True
real\real_00562__v1__resize-x0.5_color-minus20_blur-sigma_2_noise-sigma_0.02_jpeg-q50.png,0.0006,0,0,True
real\real_00562__v2__center_crop-80_resize-x0.5_jpeg-q50.png,0.0008,0,0,True
real\real_00562__v3__center_crop-80_color-minus20_blur-sigma_2_noise-sigma_0.1_jpeg-q50.png,0.0004,0,0,True
real\real_00568__v1__center_crop-80_color-plus20_blur-sigma_2_noise-sigma_0.02_jpeg-q90.png,0.0002,0,0,True
real\real_00568__v2__center_crop-80_color-minus20_blur-sigma_1_noise-sigma_0.1_jpeg-q70.png,0.0003,0,0,True
real\real_00568__v3__resize-x0.25_color-minus20_noise-sigma_0.02_jpeg-q30.png,0.0001,0,0,True
real\real_00572__v1__center_crop-80_resize-x0.5_color-plus20_blur-sigma_2_noise-sigma_0.05.png,0.0017,0,0,True
real\real_00572__v2__resize-x0.25_color-minus20_blur-sigma_0.5_noise-sigma_0.05_jpeg-q30.png,0.0002,0,0,True
real\real_00572__v3__center_crop-80_noise-sigma_0.05_jpeg-q30.png,0.0004,0,0,True
real\real_00574__v1__center_crop-80_resize-x0.25_noise-sigma_0.02.png,0.0073,0,0,True
real\real_00574__v2__color-minus20_blur-sigma_0.5_noise-sigma_0.1_jpeg-q90.png,0.0041,0,0,True
real\real_00574__v3__color-minus20_noise-sigma_0.02_jpeg-q50.png,0.0007,0,0,True
real\real_00577__v1__center_crop-80_resize-x0.25_color-minus20_jpeg-q90.png,0.0006,0,0,True
real\real_00577__v2__center_crop-80_resize-x0.25_color-plus20_blur-sigma_0.5.png,0.0013,0,0,True
real\real_00577__v3__center_crop-80_resize-x0.5_blur-sigma_2_noise-sigma_0.02_jpeg-q70.png,0.0017,0,0,True
real\real_00579__v1__center_crop-80_resize-x0.25_color-minus20_blur-sigma_1_noise-sigma_0.1.png,0.9937,0,1,False
real\real_00579__v2__center_crop-80_color-plus20_blur-sigma_1_jpeg-q30.png,0.022,0,0,True
real\real_00579__v3__center_crop-80_resize-x0.25_color-minus20_blur-sigma_0.5.png,0.0067,0,0,True
real\real_00581__v1__center_crop-80_resize-x0.5_blur-sigma_2_noise-sigma_0.1_jpeg-q30.png,0.0013,0,0,True
real\real_00581__v2__center_crop-80_resize-x0.25_color-minus20_noise-sigma_0.1.png,0.0006,0,0,True
real\real_00581__v3__center_crop-80_blur-sigma_2_noise-sigma_0.1.png,0.0019,0,0,True
real\real_00586__v1__resize-x0.5_color-minus20_blur-sigma_0.5_noise-sigma_0.1.png,0.9562,0,1,False
real\real_00586__v2__resize-x0.5_color-minus20_noise-sigma_0.1.png,0.9973,0,1,False
real\real_00586__v3__center_crop-80_blur-sigma_0.5_noise-sigma_0.02.png,0.0021,0,0,True
real\real_00592__v1__center_crop-80_resize-x0.25_color-plus20_blur-sigma_2_jpeg-q70.png,0.9974,0,1,False
real\real_00592__v2__center_crop-80_blur-sigma_1_jpeg-q90.png,0.0029,0,0,True
real\real_00592__v3__center_crop-80_resize-x0.5_blur-sigma_0.5.png,0.0026,0,0,True
real\real_00605__v1__center_crop-80_color-plus20_noise-sigma_0.05.png,0.0008,0,0,True
real\real_00605__v2__center_crop-80_color-minus20_blur-sigma_2_noise-sigma_0.1_jpeg-q50.png,0.0003,0,0,True
real\real_00605__v3__resize-x0.25_color-minus20_blur-sigma_2_jpeg-q90.png,0.0004,0,0,True
real\real_00608__v1__color-minus20_blur-sigma_1_jpeg-q70.png,0.0008,0,0,True
real\real_00608__v2__color-minus20_blur-sigma_1_jpeg-q30.png,0.0006,0,0,True
real\real_00608__v3__color-minus20_noise-sigma_0.1_jpeg-q50.png,0.0005,0,0,True
real\real_00616__v1__center_crop-80_resize-x0.25_blur-sigma_2_noise-sigma_0.05_jpeg-q90.png,0.8528,0,1,False
real\real_00616__v2__blur-sigma_0.5_noise-sigma_0.02_jpeg-q90.png,0.1166,0,0,True
real\real_00616__v3__center_crop-80_color-minus20_blur-sigma_1_jpeg-q70.png,0.4081,0,0,True
real\real_00626__v1__resize-x0.25_color-minus20_blur-sigma_2_noise-sigma_0.05_jpeg-q30.png,0.0005,0,0,True
real\real_00626__v2__resize-x0.5_blur-sigma_2_noise-sigma_0.05.png,0.0025,0,0,True
real\real_00626__v3__center_crop-80_resize-x0.5_blur-sigma_2_noise-sigma_0.05.png,0.0017,0,0,True
real\real_00630__v1__resize-x0.5_color-minus20_blur-sigma_2_noise-sigma_0.05_jpeg-q50.png,0.0003,0,0,True
real\real_00630__v2__center_crop-80_color-plus20_noise-sigma_0.02_jpeg-q90.png,0.0023,0,0,True
real\real_00630__v3__center_crop-80_resize-x0.5_color-minus20_blur-sigma_2_jpeg-q90.png,0.0004,0,0,True
real\real_00637__v1__center_crop-80_resize-x0.25_blur-sigma_2_noise-sigma_0.05.png,0.0023,0,0,True
real\real_00637__v2__center_crop-80_resize-x0.5_noise-sigma_0.05.png,0.0004,0,0,True
real\real_00637__v3__center_crop-80_resize-x0.25_color-minus20_noise-sigma_0.1_jpeg-q30.png,0.0005,0,0,True
real\real_00646__v1__center_crop-80_color-plus20_noise-sigma_0.02.png,0.0027,0,0,True
real\real_00646__v2__center_crop-80_noise-sigma_0.1_jpeg-q70.png,0.0021,0,0,True
real\real_00646__v3__center_crop-80_color-minus20_jpeg-q30.png,0.0025,0,0,True
real\real_00653__v1__center_crop-80_resize-x0.25_blur-sigma_0.5_jpeg-q90.png,0.9468,0,1,False
real\real_00653__v2__center_crop-80_color-minus20_blur-sigma_1.png,0.9891,0,1,False
real\real_00653__v3__center_crop-80_color-minus20_blur-sigma_2.png,0.9965,0,1,False
real\real_00656__v1__resize-x0.25_color-minus20_noise-sigma_0.05_jpeg-q70.png,0.0002,0,0,True
real\real_00656__v2__color-plus20_blur-sigma_0.5_noise-sigma_0.1.png,0.0003,0,0,True
real\real_00656__v3__center_crop-80_color-minus20_blur-sigma_2_noise-sigma_0.1_jpeg-q30.png,0.0002,0,0,True
real\real_00664__v1__center_crop-80_resize-x0.25_color-minus20_jpeg-q50.png,0.0002,0,0,True
real\real_00664__v2__center_crop-80_resize-x0.5_blur-sigma_0.5.png,0.0008,0,0,True
real\real_00664__v3__resize-x0.5_color-plus20_blur-sigma_1_noise-sigma_0.1_jpeg-q90.png,0.0015,0,0,True
real\real_00668__v1__color-minus20_noise-sigma_0.02_jpeg-q50.png,0.0003,0,0,True
real\real_00668__v2__center_crop-80_resize-x0.5_color-plus20_blur-sigma_0.5.png,0.0064,0,0,True
real\real_00668__v3__resize-x0.25_color-minus20_blur-sigma_0.5_noise-sigma_0.05_jpeg-q30.png,0.0,0,0,True
real\real_00672__v1__center_crop-80_resize-x0.5_blur-sigma_2_noise-sigma_0.05_jpeg-q90.png,0.9949,0,1,False
real\real_00672__v2__resize-x0.25_noise-sigma_0.02_jpeg-q90.png,0.0614,0,0,True
real\real_00672__v3__center_crop-80_color-minus20_jpeg-q90.png,0.0535,0,0,True
real\real_00678__v1__center_crop-80_resize-x0.25_color-plus20_noise-sigma_0.1_jpeg-q50.png,0.0003,0,0,True
real\real_00678__v2__center_crop-80_resize-x0.5_color-plus20_blur-sigma_1_jpeg-q70.png,0.0002,0,0,True
real\real_00678__v3__center_crop-80_resize-x0.25_color-minus20_blur-sigma_2_jpeg-q50.png,0.1259,0,0,True
real\real_00699__v1__resize-x0.25_color-minus20_noise-sigma_0.1.png,0.0002,0,0,True
real\real_00699__v2__center_crop-80_resize-x0.25_blur-sigma_0.5_noise-sigma_0.02_jpeg-q70.png,0.0007,0,0,True
real\real_00699__v3__center_crop-80_resize-x0.25_color-plus20_blur-sigma_0.5_jpeg-q70.png,0.0069,0,0,True
real\real_00700__v1__resize-x0.5_color-minus20_jpeg-q30.png,0.0003,0,0,True
real\real_00700__v2__resize-x0.25_color-minus20_blur-sigma_2_noise-sigma_0.05.png,0.0009,0,0,True
real\real_00700__v3__resize-x0.25_blur-sigma_0.5_noise-sigma_0.05.png,0.0001,0,0,True
